20
5 14
0 2 1.0
0 3 1.0
0 4 1.0
1 2 1.0
2 0 1.0
2 1 1.0
2 3 1.0
2 4 1.0
3 0 1.0
3 2 1.0
3 4 1.0
4 0 1.0
4 2 1.0
4 3 1.0
5 14
0 1 1.0
0 2 1.0
0 4 1.0
1 0 1.0
1 2 1.0
1 3 1.0
2 0 1.0
2 1 1.0
2 4 1.0
3 1 1.0
3 4 1.0
4 0 1.0
4 2 1.0
4 3 1.0
5 10
0 3 1.0
0 4 1.0
1 3 1.0
2 3 1.0
3 0 1.0
3 1 1.0
3 2 1.0
3 4 1.0
4 0 1.0
4 3 1.0
5 12
0 2 1.0
0 3 1.0
1 3 1.0
2 0 1.0
2 3 1.0
2 4 1.0
3 0 1.0
3 1 1.0
3 2 1.0
3 4 1.0
4 2 1.0
4 3 1.0
5 14
0 1 1.0
0 2 1.0
0 3 1.0
0 4 1.0
1 0 1.0
1 2 1.0
1 4 1.0
2 0 1.0
2 1 1.0
2 4 1.0
3 0 1.0
4 0 1.0
4 1 1.0
4 2 1.0
5 14
0 1 1.0
0 2 1.0
0 4 1.0
1 0 1.0
1 3 1.0
1 4 1.0
2 0 1.0
2 3 1.0
2 4 1.0
3 1 1.0
3 2 1.0
4 0 1.0
4 1 1.0
4 2 1.0
5 20
0 1 1.0
0 2 1.0
0 3 1.0
0 4 1.0
1 0 1.0
1 2 1.0
1 3 1.0
1 4 1.0
2 0 1.0
2 1 1.0
2 3 1.0
2 4 1.0
3 0 1.0
3 1 1.0
3 2 1.0
3 4 1.0
4 0 1.0
4 1 1.0
4 2 1.0
4 3 1.0
5 16
0 1 1.0
0 2 1.0
0 3 1.0
0 4 1.0
1 0 1.0
1 3 1.0
1 4 1.0
2 0 1.0
2 3 1.0
3 0 1.0
3 1 1.0
3 2 1.0
3 4 1.0
4 0 1.0
4 1 1.0
4 3 1.0
5 10
0 2 1.0
0 3 1.0
1 3 1.0
2 0 1.0
2 3 1.0
3 0 1.0
3 1 1.0
3 2 1.0
3 4 1.0
4 3 1.0
5 18
0 1 1.0
0 3 1.0
0 4 1.0
1 0 1.0
1 2 1.0
1 3 1.0
1 4 1.0
2 1 1.0
2 3 1.0
2 4 1.0
3 0 1.0
3 1 1.0
3 2 1.0
3 4 1.0
4 0 1.0
4 1 1.0
4 2 1.0
4 3 1.0
5 12
0 1 1.0
0 2 1.0
1 0 1.0
1 2 1.0
2 0 1.0
2 1 1.0
2 3 1.0
2 4 1.0
3 2 1.0
3 4 1.0
4 2 1.0
4 3 1.0
5 18
0 1 1.0
0 2 1.0
0 3 1.0
0 4 1.0
1 0 1.0
1 2 1.0
1 3 1.0
1 4 1.0
2 0 1.0
2 1 1.0
2 3 1.0
2 4 1.0
3 0 1.0
3 1 1.0
3 2 1.0
4 0 1.0
4 1 1.0
4 2 1.0
5 14
0 2 1.0
1 2 1.0
1 3 1.0
1 4 1.0
2 0 1.0
2 1 1.0
2 3 1.0
2 4 1.0
3 1 1.0
3 2 1.0
3 4 1.0
4 1 1.0
4 2 1.0
4 3 1.0
5 14
0 1 1.0
0 2 1.0
0 4 1.0
1 0 1.0
1 2 1.0
1 3 1.0
2 0 1.0
2 1 1.0
2 4 1.0
3 1 1.0
3 4 1.0
4 0 1.0
4 2 1.0
4 3 1.0
5 12
0 1 1.0
0 2 1.0
0 3 1.0
1 0 1.0
2 0 1.0
2 3 1.0
2 4 1.0
3 0 1.0
3 2 1.0
3 4 1.0
4 2 1.0
4 3 1.0
5 8
0 3 1.0
1 4 1.0
2 3 1.0
2 4 1.0
3 0 1.0
3 2 1.0
4 1 1.0
4 2 1.0
5 12
0 1 1.0
0 2 1.0
0 3 1.0
1 0 1.0
1 3 1.0
2 0 1.0
2 3 1.0
2 4 1.0
3 0 1.0
3 1 1.0
3 2 1.0
4 2 1.0
5 12
0 2 1.0
0 3 1.0
1 4 1.0
2 0 1.0
2 3 1.0
2 4 1.0
3 0 1.0
3 2 1.0
3 4 1.0
4 1 1.0
4 2 1.0
4 3 1.0
5 12
0 2 1.0
0 3 1.0
0 4 1.0
1 2 1.0
1 4 1.0
2 0 1.0
2 1 1.0
3 0 1.0
3 4 1.0
4 0 1.0
4 1 1.0
4 3 1.0
5 14
0 1 1.0
0 2 1.0
0 3 1.0
0 4 1.0
1 0 1.0
1 2 1.0
1 3 1.0
2 0 1.0
2 1 1.0
2 4 1.0
3 0 1.0
3 1 1.0
4 0 1.0
4 2 1.0
