20
18 53
0 2 1.0
0 3 1.0
0 9 1.0
0 14 1.0
0 16 1.0
0 17 1.0
1 3 1.0
1 7 1.0
1 10 1.0
1 11 1.0
1 16 1.0
2 1 1.0
2 3 1.0
2 5 1.0
2 11 1.0
2 17 1.0
3 4 1.0
3 7 1.0
3 8 1.0
3 11 1.0
3 14 1.0
3 15 1.0
3 16 1.0
4 13 1.0
4 16 1.0
5 12 1.0
5 16 1.0
5 17 1.0
6 10 1.0
7 0 1.0
7 2 1.0
7 4 1.0
7 11 1.0
7 15 1.0
8 4 1.0
8 6 1.0
8 7 1.0
8 9 1.0
8 10 1.0
9 1 1.0
9 4 1.0
10 9 1.0
12 14 1.0
13 14 1.0
15 5 1.0
15 12 1.0
16 2 1.0
16 7 1.0
16 8 1.0
16 9 1.0
16 14 1.0
17 12 1.0
17 14 1.0
5 7
0 1 1.0
0 2 1.0
0 3 1.0
0 4 1.0
2 1 1.0
3 1 1.0
3 2 1.0
36 105
0 16 1.0
0 27 1.0
0 35 1.0
1 24 1.0
1 33 1.0
2 1 1.0
2 8 1.0
2 10 1.0
2 26 1.0
2 31 1.0
2 33 1.0
3 0 1.0
3 6 1.0
3 13 1.0
4 7 1.0
4 11 1.0
5 11 1.0
5 12 1.0
5 22 1.0
6 9 1.0
6 10 1.0
6 19 1.0
7 9 1.0
7 29 1.0
8 4 1.0
8 18 1.0
8 30 1.0
9 0 1.0
9 16 1.0
9 31 1.0
9 35 1.0
10 13 1.0
11 0 1.0
11 9 1.0
11 16 1.0
11 22 1.0
11 34 1.0
11 35 1.0
13 0 1.0
13 6 1.0
13 31 1.0
14 2 1.0
14 8 1.0
14 26 1.0
15 19 1.0
15 24 1.0
15 25 1.0
15 32 1.0
16 1 1.0
16 20 1.0
16 24 1.0
16 25 1.0
16 27 1.0
17 22 1.0
17 25 1.0
18 2 1.0
18 30 1.0
18 34 1.0
19 3 1.0
20 26 1.0
21 5 1.0
21 12 1.0
21 27 1.0
21 34 1.0
22 4 1.0
22 8 1.0
23 1 1.0
23 5 1.0
24 17 1.0
24 25 1.0
25 1 1.0
25 22 1.0
25 26 1.0
25 30 1.0
26 8 1.0
26 16 1.0
26 24 1.0
26 30 1.0
27 4 1.0
27 5 1.0
27 11 1.0
28 7 1.0
28 9 1.0
28 29 1.0
28 34 1.0
29 11 1.0
30 1 1.0
30 16 1.0
30 20 1.0
31 0 1.0
31 6 1.0
31 10 1.0
31 16 1.0
31 19 1.0
32 35 1.0
33 10 1.0
33 20 1.0
34 7 1.0
34 9 1.0
34 12 1.0
34 29 1.0
34 30 1.0
35 16 1.0
35 18 1.0
35 27 1.0
32 142
0 3 1.0
0 4 1.0
0 7 1.0
0 11 1.0
0 23 1.0
0 28 1.0
0 30 1.0
1 5 1.0
1 6 1.0
1 22 1.0
1 24 1.0
2 0 1.0
2 3 1.0
2 14 1.0
2 20 1.0
2 27 1.0
2 31 1.0
3 17 1.0
3 23 1.0
3 31 1.0
4 7 1.0
4 10 1.0
4 14 1.0
4 18 1.0
4 20 1.0
4 21 1.0
4 22 1.0
5 6 1.0
5 12 1.0
6 0 1.0
6 4 1.0
6 22 1.0
7 2 1.0
7 6 1.0
7 9 1.0
7 16 1.0
7 17 1.0
7 18 1.0
7 28 1.0
8 12 1.0
8 23 1.0
8 24 1.0
9 1 1.0
9 2 1.0
9 15 1.0
9 18 1.0
9 22 1.0
9 27 1.0
10 7 1.0
10 14 1.0
10 16 1.0
10 17 1.0
10 19 1.0
10 28 1.0
10 31 1.0
11 4 1.0
11 6 1.0
11 7 1.0
11 10 1.0
11 17 1.0
11 19 1.0
11 30 1.0
12 1 1.0
12 14 1.0
12 15 1.0
12 19 1.0
12 27 1.0
13 0 1.0
13 2 1.0
13 14 1.0
13 30 1.0
14 28 1.0
15 5 1.0
15 21 1.0
15 26 1.0
15 27 1.0
16 9 1.0
16 17 1.0
16 18 1.0
16 25 1.0
16 27 1.0
17 0 1.0
17 4 1.0
17 19 1.0
17 23 1.0
17 30 1.0
18 10 1.0
18 14 1.0
18 19 1.0
18 22 1.0
18 23 1.0
18 28 1.0
18 31 1.0
19 4 1.0
19 7 1.0
19 14 1.0
19 29 1.0
20 18 1.0
20 19 1.0
20 21 1.0
20 22 1.0
20 26 1.0
21 24 1.0
22 2 1.0
22 24 1.0
23 7 1.0
23 16 1.0
23 28 1.0
24 12 1.0
24 15 1.0
24 23 1.0
24 26 1.0
25 7 1.0
25 8 1.0
25 17 1.0
25 21 1.0
25 23 1.0
25 24 1.0
25 28 1.0
26 1 1.0
26 21 1.0
27 6 1.0
27 11 1.0
28 2 1.0
28 13 1.0
28 16 1.0
28 17 1.0
28 30 1.0
28 31 1.0
29 4 1.0
29 6 1.0
29 10 1.0
29 11 1.0
29 26 1.0
30 2 1.0
30 3 1.0
30 14 1.0
