20
47 219
0 5 1.0
0 13 1.0
0 33 1.0
1 7 1.0
1 24 1.0
1 38 1.0
1 43 1.0
2 11 1.0
2 23 1.0
3 2 1.0
3 14 1.0
3 17 1.0
3 30 1.0
3 39 1.0
4 10 1.0
4 32 1.0
4 37 1.0
4 42 1.0
5 7 1.0
5 8 1.0
5 12 1.0
5 33 1.0
5 36 1.0
6 18 1.0
6 28 1.0
6 29 1.0
6 43 1.0
6 44 1.0
7 4 1.0
7 12 1.0
8 9 1.0
8 29 1.0
8 31 1.0
8 36 1.0
9 4 1.0
9 31 1.0
9 37 1.0
9 42 1.0
9 45 1.0
10 1 1.0
10 2 1.0
10 7 1.0
10 17 1.0
10 24 1.0
10 36 1.0
10 37 1.0
10 42 1.0
11 0 1.0
11 13 1.0
11 28 1.0
11 30 1.0
11 32 1.0
11 39 1.0
12 1 1.0
12 2 1.0
12 3 1.0
12 11 1.0
12 27 1.0
12 39 1.0
14 12 1.0
14 13 1.0
14 17 1.0
14 23 1.0
14 26 1.0
14 31 1.0
14 33 1.0
14 39 1.0
15 1 1.0
15 7 1.0
15 20 1.0
15 33 1.0
15 45 1.0
16 4 1.0
16 6 1.0
16 18 1.0
16 25 1.0
16 29 1.0
16 33 1.0
16 34 1.0
16 42 1.0
17 2 1.0
17 4 1.0
17 9 1.0
17 11 1.0
17 12 1.0
17 32 1.0
17 37 1.0
17 39 1.0
18 26 1.0
18 30 1.0
18 34 1.0
19 1 1.0
19 8 1.0
19 21 1.0
19 25 1.0
19 26 1.0
19 30 1.0
19 40 1.0
19 43 1.0
19 44 1.0
20 42 1.0
21 3 1.0
21 11 1.0
21 22 1.0
21 27 1.0
21 28 1.0
21 30 1.0
21 38 1.0
21 39 1.0
21 40 1.0
21 44 1.0
22 3 1.0
22 4 1.0
22 28 1.0
23 3 1.0
23 11 1.0
23 12 1.0
23 17 1.0
23 40 1.0
24 4 1.0
24 7 1.0
24 15 1.0
24 41 1.0
24 42 1.0
25 6 1.0
25 29 1.0
25 38 1.0
26 31 1.0
26 40 1.0
27 7 1.0
28 8 1.0
28 23 1.0
28 30 1.0
28 37 1.0
28 38 1.0
29 18 1.0
29 21 1.0
29 27 1.0
29 30 1.0
29 31 1.0
29 35 1.0
29 40 1.0
29 44 1.0
30 16 1.0
30 23 1.0
30 38 1.0
30 39 1.0
31 2 1.0
31 11 1.0
31 12 1.0
31 19 1.0
31 30 1.0
31 33 1.0
31 35 1.0
31 39 1.0
31 40 1.0
32 0 1.0
32 3 1.0
32 9 1.0
32 13 1.0
32 20 1.0
32 45 1.0
33 7 1.0
33 36 1.0
34 6 1.0
34 25 1.0
34 29 1.0
34 30 1.0
34 39 1.0
35 6 1.0
35 9 1.0
35 14 1.0
35 24 1.0
36 4 1.0
36 7 1.0
36 24 1.0
36 26 1.0
36 44 1.0
37 3 1.0
37 5 1.0
37 8 1.0
37 22 1.0
37 39 1.0
38 7 1.0
38 11 1.0
38 12 1.0
38 22 1.0
38 23 1.0
38 37 1.0
38 40 1.0
38 46 1.0
39 2 1.0
39 22 1.0
39 23 1.0
40 8 1.0
40 9 1.0
40 11 1.0
40 15 1.0
40 28 1.0
40 30 1.0
41 18 1.0
41 20 1.0
41 35 1.0
41 42 1.0
42 17 1.0
42 35 1.0
43 25 1.0
43 42 1.0
44 8 1.0
44 9 1.0
44 26 1.0
44 27 1.0
44 31 1.0
44 40 1.0
45 4 1.0
45 7 1.0
45 20 1.0
45 43 1.0
46 43 1.0
39 109
0 24 1.0
0 31 1.0
1 10 1.0
2 0 1.0
2 11 1.0
3 11 1.0
3 28 1.0
4 2 1.0
4 6 1.0
4 24 1.0
5 22 1.0
5 25 1.0
6 9 1.0
6 28 1.0
6 37 1.0
7 14 1.0
8 5 1.0
8 15 1.0
8 26 1.0
8 29 1.0
8 30 1.0
9 2 1.0
9 4 1.0
9 11 1.0
9 30 1.0
11 4 1.0
11 20 1.0
11 25 1.0
12 3 1.0
12 6 1.0
12 11 1.0
13 9 1.0
13 18 1.0
13 37 1.0
15 11 1.0
15 30 1.0
16 9 1.0
16 18 1.0
17 20 1.0
17 23 1.0
18 9 1.0
18 37 1.0
19 24 1.0
19 35 1.0
20 12 1.0
20 24 1.0
20 25 1.0
20 36 1.0
21 5 1.0
21 8 1.0
21 22 1.0
22 3 1.0
22 26 1.0
22 27 1.0
22 35 1.0
23 3 1.0
23 12 1.0
23 20 1.0
24 6 1.0
24 9 1.0
24 13 1.0
24 31 1.0
24 37 1.0
25 21 1.0
25 22 1.0
25 36 1.0
26 19 1.0
26 21 1.0
26 27 1.0
26 30 1.0
27 20 1.0
27 21 1.0
27 24 1.0
27 35 1.0
28 9 1.0
28 26 1.0
28 30 1.0
30 4 1.0
30 6 1.0
31 8 1.0
31 10 1.0
31 15 1.0
31 19 1.0
31 26 1.0
31 28 1.0
31 30 1.0
32 0 1.0
32 2 1.0
32 7 1.0
32 10 1.0
32 14 1.0
32 38 1.0
33 15 1.0
33 38 1.0
34 2 1.0
34 4 1.0
34 11 1.0
34 13 1.0
34 37 1.0
35 0 1.0
35 21 1.0
35 26 1.0
36 5 1.0
36 14 1.0
36 17 1.0
36 32 1.0
38 2 1.0
38 3 1.0
38 12 1.0
53 156
0 2 1.0
0 20 1.0
0 22 1.0
0 25 1.0
0 34 1.0
1 6 1.0
1 39 1.0
2 8 1.0
2 12 1.0
2 45 1.0
3 19 1.0
3 26 1.0
3 51 1.0
4 15 1.0
4 43 1.0
5 40 1.0
5 42 1.0
6 17 1.0
6 31 1.0
7 0 1.0
7 31 1.0
7 44 1.0
8 1 1.0
8 6 1.0
8 33 1.0
8 52 1.0
9 30 1.0
9 40 1.0
9 47 1.0
10 43 1.0
10 50 1.0
11 7 1.0
11 19 1.0
11 28 1.0
11 41 1.0
11 51 1.0
12 4 1.0
13 25 1.0
14 7 1.0
14 29 1.0
14 37 1.0
14 48 1.0
15 18 1.0
15 21 1.0
15 32 1.0
15 36 1.0
15 48 1.0
16 9 1.0
16 24 1.0
16 37 1.0
16 41 1.0
17 30 1.0
17 48 1.0
18 4 1.0
19 4 1.0
19 18 1.0
19 40 1.0
19 43 1.0
19 48 1.0
21 17 1.0
21 32 1.0
22 18 1.0
22 19 1.0
22 29 1.0
22 32 1.0
22 34 1.0
22 40 1.0
22 49 1.0
23 15 1.0
23 16 1.0
23 35 1.0
23 36 1.0
23 41 1.0
23 48 1.0
24 9 1.0
24 10 1.0
25 7 1.0
25 11 1.0
25 20 1.0
25 44 1.0
25 46 1.0
26 11 1.0
26 19 1.0
26 44 1.0
26 46 1.0
26 47 1.0
26 51 1.0
28 10 1.0
29 37 1.0
30 5 1.0
30 21 1.0
30 40 1.0
31 4 1.0
31 11 1.0
31 17 1.0
31 36 1.0
31 41 1.0
32 29 1.0
32 49 1.0
33 2 1.0
33 5 1.0
33 27 1.0
34 7 1.0
34 11 1.0
34 20 1.0
34 25 1.0
34 29 1.0
34 32 1.0
34 44 1.0
