20
21 53
0 6 1.0
0 8 1.0
0 12 1.0
1 12 1.0
2 3 1.0
2 20 1.0
3 5 1.0
3 7 1.0
4 14 1.0
5 9 1.0
5 19 1.0
6 4 1.0
7 4 1.0
7 14 1.0
8 17 1.0
9 13 1.0
9 16 1.0
9 19 1.0
10 15 1.0
11 5 1.0
11 8 1.0
11 9 1.0
11 13 1.0
11 18 1.0
12 10 1.0
13 1 1.0
13 2 1.0
13 17 1.0
14 2 1.0
14 3 1.0
14 13 1.0
14 20 1.0
15 0 1.0
15 12 1.0
16 5 1.0
16 11 1.0
16 13 1.0
16 19 1.0
17 1 1.0
17 11 1.0
17 18 1.0
18 1 1.0
18 5 1.0
18 13 1.0
19 3 1.0
19 7 1.0
19 11 1.0
19 13 1.0
20 0 1.0
20 7 1.0
20 8 1.0
20 13 1.0
20 18 1.0
21 63
0 1 1.0
0 5 1.0
0 7 1.0
0 16 1.0
1 4 1.0
1 10 1.0
1 11 1.0
1 13 1.0
2 5 1.0
2 7 1.0
2 19 1.0
3 2 1.0
3 15 1.0
4 0 1.0
4 2 1.0
4 7 1.0
5 3 1.0
5 4 1.0
5 18 1.0
6 0 1.0
6 18 1.0
7 3 1.0
7 5 1.0
7 13 1.0
7 18 1.0
8 11 1.0
8 12 1.0
8 18 1.0
9 8 1.0
10 13 1.0
11 0 1.0
11 4 1.0
11 9 1.0
11 12 1.0
11 17 1.0
11 18 1.0
11 19 1.0
12 0 1.0
12 18 1.0
12 20 1.0
13 0 1.0
13 5 1.0
13 14 1.0
13 20 1.0
14 1 1.0
14 4 1.0
14 11 1.0
14 20 1.0
15 12 1.0
15 20 1.0
16 6 1.0
17 8 1.0
17 9 1.0
18 0 1.0
18 1 1.0
18 4 1.0
18 13 1.0
19 3 1.0
19 5 1.0
19 12 1.0
19 14 1.0
19 15 1.0
20 19 1.0
15 31
0 5 1.0
0 8 1.0
0 14 1.0
1 4 1.0
2 4 1.0
2 6 1.0
2 7 1.0
2 10 1.0
3 2 1.0
3 10 1.0
4 0 1.0
4 8 1.0
5 4 1.0
5 14 1.0
6 4 1.0
6 11 1.0
6 13 1.0
7 9 1.0
7 14 1.0
8 5 1.0
9 2 1.0
9 4 1.0
9 6 1.0
9 11 1.0
9 13 1.0
12 1 1.0
12 3 1.0
12 4 1.0
12 6 1.0
13 5 1.0
14 8 1.0
16 34
0 10 1.0
0 13 1.0
1 7 1.0
1 10 1.0
1 12 1.0
2 11 1.0
2 13 1.0
3 0 1.0
3 2 1.0
3 10 1.0
3 14 1.0
4 8 1.0
5 7 1.0
5 8 1.0
6 4 1.0
6 5 1.0
6 8 1.0
6 9 1.0
6 15 1.0
7 11 1.0
7 14 1.0
9 15 1.0
10 6 1.0
11 5 1.0
12 4 1.0
12 6 1.0
12 7 1.0
12 8 1.0
12 14 1.0
13 3 1.0
13 9 1.0
13 15 1.0
14 1 1.0
15 8 1.0
11 20
0 4 1.0
0 7 1.0
0 9 1.0
1 3 1.0
1 6 1.0
2 3 1.0
2 8 1.0
3 6 1.0
3 9 1.0
4 2 1.0
4 10 1.0
5 0 1.0
5 9 1.0
6 7 1.0
6 9 1.0
7 2 1.0
7 8 1.0
8 4 1.0
8 5 1.0
9 1 1.0
18 52
0 9 1.0
0 13 1.0
0 16 1.0
2 0 1.0
2 3 1.0
2 6 1.0
2 10 1.0
3 0 1.0
3 1 1.0
3 9 1.0
3 13 1.0
4 0 1.0
4 5 1.0
5 2 1.0
5 8 1.0
5 13 1.0
5 15 1.0
6 10 1.0
7 8 1.0
7 9 1.0
8 4 1.0
9 2 1.0
9 8 1.0
9 13 1.0
10 17 1.0
11 0 1.0
11 3 1.0
11 5 1.0
11 7 1.0
11 14 1.0
11 15 1.0
11 16 1.0
12 5 1.0
13 2 1.0
13 4 1.0
13 6 1.0
13 7 1.0
13 11 1.0
14 0 1.0
14 3 1.0
14 7 1.0
14 13 1.0
15 2 1.0
15 6 1.0
15 10 1.0
15 13 1.0
15 17 1.0
16 3 1.0
16 13 1.0
16 14 1.0
16 17 1.0
17 14 1.0
27 75
0 8 1.0
0 11 1.0
0 16 1.0
1 7 1.0
1 18 1.0
1 24 1.0
2 5 1.0
2 8 1.0
3 10 1.0
3 12 1.0
3 14 1.0
3 17 1.0
3 18 1.0
3 26 1.0
4 0 1.0
4 2 1.0
4 13 1.0
5 8 1.0
6 3 1.0
6 10 1.0
7 0 1.0
7 9 1.0
7 13 1.0
7 19 1.0
7 22 1.0
8 7 1.0
8 19 1.0
9 14 1.0
10 12 1.0
10 20 1.0
11 4 1.0
11 16 1.0
11 19 1.0
11 21 1.0
12 6 1.0
12 9 1.0
12 25 1.0
13 2 1.0
13 15 1.0
13 25 1.0
14 16 1.0
14 17 1.0
14 22 1.0
15 4 1.0
16 3 1.0
16 4 1.0
16 19 1.0
16 21 1.0
16 26 1.0
17 16 1.0
