100
50 671
0 1 6.0
0 4 1.0
0 5 1.0
0 7 3.0
0 10 1.0
0 11 4.0
0 12 9.0
0 13 7.0
0 17 6.0
0 19 4.0
0 21 4.0
0 25 4.0
0 28 8.0
0 29 4.0
0 31 8.0
0 33 3.0
0 36 8.0
0 37 5.0
0 38 3.0
0 40 3.0
0 42 4.0
0 44 5.0
0 45 8.0
0 47 2.0
0 49 4.0
1 2 6.0
1 3 9.0
1 5 9.0
1 6 7.0
1 8 9.0
1 9 5.0
1 11 9.0
1 12 1.0
1 14 7.0
1 15 4.0
1 16 6.0
1 18 1.0
1 21 9.0
1 23 8.0
1 24 8.0
1 25 4.0
1 26 5.0
1 28 3.0
1 29 6.0
1 31 3.0
1 32 3.0
1 34 8.0
1 36 5.0
1 37 1.0
1 39 6.0
1 40 8.0
1 41 2.0
1 42 8.0
1 45 5.0
1 47 1.0
1 48 7.0
1 49 4.0
2 0 4.0
2 4 8.0
2 8 3.0
2 10 3.0
2 11 7.0
2 12 1.0
2 13 1.0
2 14 7.0
2 15 6.0
2 16 6.0
2 18 9.0
2 20 5.0
2 21 8.0
2 24 7.0
2 26 3.0
2 27 6.0
2 28 1.0
2 32 4.0
2 40 8.0
2 43 3.0
2 44 6.0
2 45 3.0
2 47 7.0
3 4 5.0
3 5 6.0
3 8 3.0
3 9 5.0
3 10 6.0
3 14 1.0
3 17 9.0
3 18 7.0
3 20 2.0
3 21 6.0
3 22 2.0
3 24 5.0
3 27 4.0
3 28 6.0
3 30 6.0
3 31 5.0
3 32 9.0
3 33 7.0
3 34 3.0
3 37 3.0
3 38 4.0
3 39 8.0
3 40 2.0
3 41 4.0
3 43 5.0
3 44 8.0
3 46 2.0
3 47 8.0
4 6 9.0
4 7 5.0
4 8 5.0
4 9 1.0
4 12 1.0
4 13 2.0
4 14 5.0
4 18 9.0
4 20 9.0
4 21 3.0
4 23 1.0
4 24 7.0
4 25 6.0
4 26 9.0
4 28 2.0
4 29 8.0
4 30 1.0
4 31 7.0
4 33 2.0
4 36 5.0
4 38 3.0
4 39 8.0
4 40 2.0
4 41 6.0
4 44 1.0
4 45 7.0
4 46 4.0
4 47 8.0
5 3 6.0
5 6 4.0
5 7 9.0
5 10 2.0
5 13 4.0
5 17 8.0
5 18 5.0
5 20 1.0
5 21 2.0
5 24 2.0
5 26 3.0
5 29 2.0
5 31 3.0
5 33 6.0
5 37 2.0
5 41 7.0
5 42 4.0
5 43 4.0
5 44 7.0
6 8 9.0
6 11 8.0
6 13 9.0
6 16 4.0
6 17 5.0
6 18 5.0
6 21 2.0
6 23 6.0
6 26 2.0
6 29 3.0
6 30 2.0
6 34 7.0
6 35 6.0
6 36 7.0
6 38 6.0
6 39 8.0
6 42 9.0
6 43 2.0
6 44 4.0
6 45 8.0
6 46 7.0
6 47 6.0
6 48 3.0
6 49 8.0
7 6 3.0
7 8 4.0
7 9 3.0
7 10 8.0
7 11 9.0
7 12 5.0
7 13 4.0
7 14 1.0
7 15 8.0
7 19 5.0
7 20 4.0
7 22 6.0
7 23 4.0
7 26 8.0
7 27 7.0
7 30 6.0
7 31 4.0
7 32 2.0
7 34 6.0
7 36 4.0
7 38 2.0
7 39 7.0
7 40 7.0
7 41 4.0
7 45 8.0
7 46 2.0
7 48 8.0
8 4 9.0
8 10 8.0
8 12 1.0
8 14 2.0
8 15 9.0
8 17 5.0
8 18 8.0
8 23 7.0
8 26 9.0
8 27 3.0
8 28 5.0
8 31 6.0
8 34 9.0
8 35 7.0
8 36 9.0
8 37 4.0
8 41 3.0
8 42 8.0
8 43 2.0
8 45 4.0
8 47 9.0
9 10 8.0
9 11 7.0
9 18 4.0
9 20 8.0
9 22 7.0
9 25 3.0
9 26 4.0
9 27 5.0
9 29 8.0
9 30 8.0
9 31 7.0
9 32 1.0
9 33 8.0
9 34 6.0
9 36 9.0
9 37 8.0
9 39 2.0
9 40 3.0
9 41 6.0
9 42 4.0
9 43 3.0
9 44 1.0
9 45 6.0
9 46 2.0
9 49 8.0
10 0 9.0
10 7 9.0
10 11 2.0
10 12 4.0
10 15 5.0
10 17 1.0
10 19 8.0
10 22 4.0
10 27 1.0
10 29 1.0
10 31 3.0
10 32 7.0
10 33 3.0
10 35 7.0
10 40 4.0
10 41 3.0
10 44 5.0
10 45 8.0
10 49 7.0
11 5 1.0
11 13 3.0
11 14 1.0
11 16 5.0
11 17 1.0
11 18 4.0
11 20 9.0
11 25 6.0
11 28 3.0
11 34 4.0
11 36 8.0
11 38 6.0
11 39 5.0
11 40 9.0
11 43 9.0
11 44 1.0
11 46 8.0
11 47 5.0
11 48 9.0
12 14 9.0
12 15 1.0
12 16 3.0
12 17 8.0
12 18 7.0
12 19 8.0
12 25 1.0
12 26 7.0
12 27 4.0
12 28 2.0
12 30 3.0
12 33 6.0
12 35 1.0
12 37 5.0
12 42 4.0
12 44 8.0
12 46 1.0
12 49 5.0
13 21 5.0
13 23 2.0
13 28 2.0
13 29 8.0
13 30 1.0
13 33 6.0
13 34 4.0
13 36 3.0
13 39 5.0
13 40 5.0
13 41 1.0
13 43 2.0
13 44 7.0
13 46 1.0
13 47 4.0
14 18 3.0
14 19 7.0
14 20 5.0
14 23 7.0
14 27 4.0
14 28 6.0
14 29 7.0
14 31 7.0
14 37 2.0
14 44 7.0
14 45 6.0
14 47 7.0
14 48 2.0
15 16 7.0
15 19 1.0
15 21 8.0
15 22 5.0
15 23 8.0
15 25 5.0
15 26 7.0
15 27 8.0
15 28 4.0
15 29 1.0
15 30 2.0
15 31 3.0
15 32 5.0
15 33 8.0
15 34 4.0
15 35 2.0
15 36 1.0
15 37 6.0
15 38 2.0
15 41 8.0
15 42 3.0
15 43 9.0
15 44 7.0
15 47 8.0
15 49 9.0
16 20 3.0
16 23 9.0
16 25 1.0
16 27 4.0
16 28 1.0
16 29 9.0
16 30 6.0
16 35 8.0
16 42 9.0
16 44 8.0
16 48 1.0
17 16 9.0
17 20 8.0
17 21 8.0
17 23 9.0
17 24 4.0
17 25 1.0
17 26 7.0
17 28 3.0
17 30 1.0
17 31 4.0
17 32 8.0
17 36 9.0
17 37 7.0
17 38 7.0
17 39 8.0
17 40 5.0
17 42 8.0
17 45 4.0
17 48 9.0
18 22 3.0
18 25 2.0
18 26 3.0
18 29 7.0
18 32 4.0
18 36 4.0
18 40 1.0
18 41 2.0
18 45 3.0
18 47 4.0
19 20 9.0
19 21 1.0
19 22 3.0
19 23 9.0
19 24 5.0
19 27 4.0
19 29 4.0
19 31 6.0
19 32 8.0
19 34 2.0
19 36 7.0
19 40 1.0
19 42 9.0
19 43 8.0
19 44 8.0
19 47 6.0
19 48 7.0
20 17 6.0
20 26 3.0
20 28 7.0
20 30 1.0
20 31 1.0
20 32 5.0
20 34 3.0
20 35 2.0
20 36 8.0
20 37 1.0
20 39 2.0
20 40 4.0
20 42 7.0
20 43 4.0
20 44 5.0
20 45 3.0
20 49 5.0
21 25 6.0
21 26 4.0
21 27 1.0
21 30 1.0
21 31 9.0
21 32 4.0
21 34 6.0
21 35 8.0
21 36 1.0
21 37 3.0
21 38 9.0
21 40 4.0
21 41 1.0
21 43 3.0
21 46 2.0
21 47 4.0
21 49 4.0
22 13 7.0
22 23 3.0
22 24 9.0
22 25 2.0
22 31 2.0
22 32 2.0
22 36 5.0
22 38 1.0
22 39 4.0
22 40 6.0
22 43 5.0
22 44 7.0
22 45 2.0
22 49 2.0
23 18 5.0
23 26 3.0
23 28 5.0
23 32 5.0
23 33 8.0
23 34 6.0
23 35 5.0
23 36 8.0
23 37 6.0
23 39 4.0
23 40 6.0
23 43 1.0
23 45 2.0
23 49 8.0
24 26 6.0
24 28 3.0
24 29 9.0
24 31 1.0
24 39 7.0
24 40 9.0
24 41 6.0
24 42 1.0
24 44 6.0
24 46 5.0
24 47 3.0
24 48 4.0
25 15 5.0
25 27 8.0
25 29 1.0
25 32 6.0
25 33 7.0
25 41 1.0
25 43 8.0
25 44 6.0
25 45 9.0
25 46 5.0
25 47 3.0
25 48 9.0
25 49 2.0
26 24 8.0
26 28 8.0
26 34 2.0
26 35 5.0
26 36 8.0
26 37 9.0
26 39 4.0
26 40 1.0
26 42 7.0
26 43 4.0
26 44 5.0
26 46 7.0
26 47 4.0
26 48 8.0
26 49 1.0
27 5 3.0
27 12 5.0
27 29 1.0
27 32 3.0
27 33 2.0
27 34 6.0
27 35 6.0
27 36 2.0
27 38 5.0
27 40 2.0
27 41 7.0
27 43 7.0
27 45 1.0
27 49 7.0
28 14 7.0
28 29 9.0
28 38 7.0
28 40 1.0
28 41 8.0
28 42 5.0
28 44 9.0
28 45 1.0
28 46 8.0
28 47 6.0
29 22 1.0
29 31 4.0
29 32 4.0
29 38 2.0
29 39 7.0
29 41 8.0
29 44 4.0
29 46 5.0
29 48 9.0
29 49 8.0
30 19 2.0
30 31 8.0
30 34 4.0
30 35 3.0
30 36 7.0
30 37 9.0
30 38 3.0
30 41 7.0
30 44 5.0
30 48 2.0
30 49 6.0
31 21 2.0
31 32 6.0
31 39 6.0
31 40 4.0
31 41 2.0
31 44 3.0
31 45 7.0
31 47 3.0
31 48 9.0
31 49 2.0
32 33 2.0
32 34 4.0
32 35 4.0
32 38 6.0
32 39 6.0
32 40 2.0
32 43 8.0
32 46 1.0
32 48 3.0
32 49 1.0
33 22 5.0
33 34 1.0
33 36 2.0
33 37 4.0
33 41 2.0
33 42 9.0
33 45 1.0
33 49 3.0
34 32 9.0
34 36 3.0
34 41 7.0
34 42 3.0
34 43 7.0
34 45 1.0
34 48 9.0
34 49 3.0
35 33 4.0
35 36 5.0
35 37 8.0
35 38 3.0
35 43 8.0
35 44 2.0
35 47 7.0
35 49 8.0
36 38 6.0
36 39 3.0
36 41 7.0
36 42 7.0
36 46 4.0
36 47 7.0
36 48 4.0
37 39 4.0
37 41 9.0
37 42 9.0
37 43 8.0
37 46 6.0
37 48 7.0
38 39 9.0
38 40 3.0
38 41 2.0
38 43 8.0
38 45 4.0
38 47 5.0
38 48 9.0
38 49 4.0
39 38 8.0
39 41 3.0
39 42 4.0
39 44 4.0
39 48 1.0
39 49 4.0
40 37 6.0
40 42 1.0
40 44 3.0
40 45 7.0
40 46 2.0
40 47 2.0
40 48 8.0
41 42 6.0
41 43 7.0
41 44 8.0
41 46 5.0
41 47 4.0
41 48 6.0
42 31 5.0
42 39 6.0
42 44 5.0
42 45 6.0
42 46 5.0
42 48 3.0
43 36 1.0
43 45 2.0
43 47 5.0
43 48 7.0
44 45 2.0
44 48 8.0
45 47 8.0
45 49 4.0
46 44 8.0
46 47 1.0
46 48 7.0
47 36 6.0
47 46 9.0
47 48 2.0
48 47 8.0
49 48 8.0
50 636
0 1 8.0
0 3 6.0
0 5 9.0
0 7 2.0
0 10 2.0
0 11 7.0
0 13 4.0
0 16 7.0
0 17 5.0
0 18 9.0
0 22 7.0
0 24 7.0
0 27 6.0
0 28 1.0
0 31 5.0
0 34 3.0
0 37 3.0
0 38 1.0
0 40 1.0
0 42 5.0
0 43 5.0
0 44 6.0
0 47 5.0
0 49 4.0
1 2 4.0
1 4 3.0
1 5 7.0
1 7 4.0
1 8 3.0
1 9 2.0
1 10 4.0
1 11 1.0
1 13 6.0
1 14 7.0
1 17 3.0
1 19 1.0
1 21 9.0
1 22 2.0
1 23 5.0
1 24 5.0
