1
1024 3414
0 87 1.0
0 873 1.0
0 989 1.0
1 268 1.0
1 914 1.0
2 221 1.0
2 358 1.0
2 366 1.0
2 1016 1.0
4 158 1.0
4 303 1.0
4 476 1.0
4 599 1.0
4 859 1.0
5 185 1.0
5 281 1.0
5 914 1.0
6 331 1.0
7 464 1.0
7 687 1.0
8 254 1.0
9 539 1.0
9 610 1.0
9 865 1.0
10 22 1.0
10 411 1.0
10 563 1.0
10 964 1.0
11 323 1.0
11 383 1.0
11 927 1.0
12 62 1.0
12 409 1.0
13 464 1.0
13 558 1.0
13 810 1.0
13 925 1.0
14 939 1.0
15 38 1.0
15 533 1.0
16 472 1.0
16 1019 1.0
17 968 1.0
17 973 1.0
17 982 1.0
18 349 1.0
18 441 1.0
18 488 1.0
18 533 1.0
18 754 1.0
18 1016 1.0
19 548 1.0
19 603 1.0
20 163 1.0
20 224 1.0
20 346 1.0
20 555 1.0
20 607 1.0
20 777 1.0
20 780 1.0
21 519 1.0
21 596 1.0
21 841 1.0
22 731 1.0
23 25 1.0
23 108 1.0
23 216 1.0
24 28 1.0
24 114 1.0
24 337 1.0
24 704 1.0
24 744 1.0
24 1010 1.0
25 34 1.0
25 74 1.0
25 521 1.0
25 725 1.0
26 823 1.0
26 996 1.0
27 138 1.0
27 272 1.0
27 305 1.0
28 868 1.0
29 320 1.0
29 788 1.0
29 862 1.0
30 113 1.0
30 167 1.0
30 531 1.0
31 207 1.0
31 600 1.0
31 869 1.0
32 516 1.0
32 738 1.0
32 825 1.0
32 1004 1.0
33 162 1.0
33 495 1.0
33 515 1.0
33 636 1.0
33 700 1.0
34 164 1.0
34 225 1.0
34 395 1.0
34 418 1.0
34 493 1.0
34 931 1.0
34 1007 1.0
35 289 1.0
35 490 1.0
35 531 1.0
35 639 1.0
35 656 1.0
35 890 1.0
35 918 1.0
36 91 1.0
36 303 1.0
36 354 1.0
36 951 1.0
37 100 1.0
37 123 1.0
37 128 1.0
37 222 1.0
37 905 1.0
37 1023 1.0
38 55 1.0
38 150 1.0
39 41 1.0
39 131 1.0
39 278 1.0
39 323 1.0
39 511 1.0
39 545 1.0
39 934 1.0
40 957 1.0
41 339 1.0
41 359 1.0
41 889 1.0
42 174 1.0
42 602 1.0
42 793 1.0
43 40 1.0
43 435 1.0
43 635 1.0
43 640 1.0
43 921 1.0
44 117 1.0
44 145 1.0
44 250 1.0
44 362 1.0
44 509 1.0
45 707 1.0
45 746 1.0
46 726 1.0
47 203 1.0
47 286 1.0
47 782 1.0
47 855 1.0
48 310 1.0
48 475 1.0
48 640 1.0
48 712 1.0
48 891 1.0
48 998 1.0
49 833 1.0
49 962 1.0
50 6 1.0
50 598 1.0
50 758 1.0
51 36 1.0
51 303 1.0
51 702 1.0
51 790 1.0
51 894 1.0
52 306 1.0
52 375 1.0
52 1003 1.0
53 24 1.0
53 64 1.0
53 114 1.0
53 506 1.0
53 533 1.0
53 634 1.0
53 869 1.0
53 948 1.0
54 478 1.0
55 300 1.0
56 176 1.0
56 350 1.0
57 394 1.0
57 928 1.0
58 434 1.0
58 692 1.0
59 173 1.0
59 575 1.0
59 705 1.0
59 843 1.0
60 24 1.0
60 53 1.0
60 430 1.0
61 183 1.0
61 485 1.0
61 493 1.0
61 760 1.0
62 152 1.0
62 296 1.0
62 341 1.0
62 779 1.0
62 912 1.0
63 45 1.0
63 159 1.0
63 675 1.0
63 746 1.0
63 753 1.0
63 916 1.0
63 952 1.0
64 16 1.0
64 92 1.0
64 103 1.0
64 311 1.0
