20
16 29
0 6 1.0
0 8 1.0
1 12 1.0
2 13 1.0
2 15 1.0
3 0 1.0
3 4 1.0
3 6 1.0
5 1 1.0
5 9 1.0
5 14 1.0
6 4 1.0
7 9 1.0
8 3 1.0
10 7 1.0
10 9 1.0
10 13 1.0
11 1 1.0
11 5 1.0
11 7 1.0
11 9 1.0
11 10 1.0
12 5 1.0
13 6 1.0
14 1 1.0
14 9 1.0
14 11 1.0
14 15 1.0
15 13 1.0
16 42
1 8 1.0
2 1 1.0
2 4 1.0
2 10 1.0
2 14 1.0
3 7 1.0
3 12 1.0
3 15 1.0
4 0 1.0
4 1 1.0
4 7 1.0
4 9 1.0
5 0 1.0
5 3 1.0
5 14 1.0
5 15 1.0
6 1 1.0
6 2 1.0
7 0 1.0
7 15 1.0
8 2 1.0
8 6 1.0
8 10 1.0
9 3 1.0
9 11 1.0
9 12 1.0
9 13 1.0
9 15 1.0
10 1 1.0
10 3 1.0
10 6 1.0
10 9 1.0
10 12 1.0
11 3 1.0
12 11 1.0
12 13 1.0
13 3 1.0
13 10 1.0
13 11 1.0
14 3 1.0
14 15 1.0
15 12 1.0
11 17
0 6 1.0
0 8 1.0
1 2 1.0
1 3 1.0
1 5 1.0
1 6 1.0
2 4 1.0
4 10 1.0
5 4 1.0
5 6 1.0
5 7 1.0
6 4 1.0
6 7 1.0
7 4 1.0
9 2 1.0
10 1 1.0
10 5 1.0
29 76
0 1 1.0
0 3 1.0
0 27 1.0
1 3 1.0
1 19 1.0
2 8 1.0
2 15 1.0
2 23 1.0
3 22 1.0
4 24 1.0
5 7 1.0
5 14 1.0
6 7 1.0
6 9 1.0
7 11 1.0
7 14 1.0
7 21 1.0
8 0 1.0
8 19 1.0
8 21 1.0
8 23 1.0
9 8 1.0
9 17 1.0
10 9 1.0
10 17 1.0
10 22 1.0
11 3 1.0
11 6 1.0
12 7 1.0
12 10 1.0
12 11 1.0
12 18 1.0
12 22 1.0
12 25 1.0
13 20 1.0
13 23 1.0
14 6 1.0
14 24 1.0
14 28 1.0
15 9 1.0
15 10 1.0
16 17 1.0
17 6 1.0
17 15 1.0
18 2 1.0
18 4 1.0
18 24 1.0
18 27 1.0
19 0 1.0
19 6 1.0
19 9 1.0
19 17 1.0
19 21 1.0
19 23 1.0
20 3 1.0
20 22 1.0
21 6 1.0
21 9 1.0
21 14 1.0
21 17 1.0
22 13 1.0
22 26 1.0
23 3 1.0
23 27 1.0
24 6 1.0
24 25 1.0
25 4 1.0
25 6 1.0
25 10 1.0
25 18 1.0
26 3 1.0
26 4 1.0
27 1 1.0
27 5 1.0
28 7 1.0
28 21 1.0
13 18
1 9 1.0
2 11 1.0
3 2 1.0
3 6 1.0
3 12 1.0
4 2 1.0
4 3 1.0
4 8 1.0
5 3 1.0
5 11 1.0
7 1 1.0
7 10 1.0
9 0 1.0
10 4 1.0
11 1 1.0
11 4 1.0
11 8 1.0
12 6 1.0
36 97
0 1 1.0
0 7 1.0
0 13 1.0
0 25 1.0
0 29 1.0
0 32 1.0
1 13 1.0
2 22 1.0
3 7 1.0
3 10 1.0
3 13 1.0
3 24 1.0
3 32 1.0
4 21 1.0
5 4 1.0
5 20 1.0
5 26 1.0
6 4 1.0
6 15 1.0
6 21 1.0
6 35 1.0
7 6 1.0
7 12 1.0
7 24 1.0
8 19 1.0
8 22 1.0
9 16 1.0
9 20 1.0
9 26 1.0
11 8 1.0
11 22 1.0
11 28 1.0
12 2 1.0
12 6 1.0
13 21 1.0
13 24 1.0
14 10 1.0
14 18 1.0
14 35 1.0
15 4 1.0
15 20 1.0
15 30 1.0
15 34 1.0
17 14 1.0
17 15 1.0
17 18 1.0
17 32 1.0
19 5 1.0
19 14 1.0
19 18 1.0
20 6 1.0
20 16 1.0
20 21 1.0
20 33 1.0
20 34 1.0
21 3 1.0
21 15 1.0
21 24 1.0
22 27 1.0
22 28 1.0
25 1 1.0
25 8 1.0
25 11 1.0
25 13 1.0
26 1 1.0
26 13 1.0
26 16 1.0
26 20 1.0
26 25 1.0
26 30 1.0
26 33 1.0
27 8 1.0
27 11 1.0
27 28 1.0
27 31 1.0
27 35 1.0
28 0 1.0
28 8 1.0
29 23 1.0
30 12 1.0
30 17 1.0
31 8 1.0
31 11 1.0
31 28 1.0
31 32 1.0
32 2 1.0
33 9 1.0
33 12 1.0
33 16 1.0
34 0 1.0
34 21 1.0
34 27 1.0
34 28 1.0
35 4 1.0
35 10 1.0
35 28 1.0
35 34 1.0
39 93
0 3 1.0
0 11 1.0
0 14 1.0
1 13 1.0
1 29 1.0
1 33 1.0
1 34 1.0
2 9 1.0
3 11 1.0
4 0 1.0
4 10 1.0
5 30 1.0
7 26 1.0
8 5 1.0
8 25 1.0
8 29 1.0
8 31 1.0
8 33 1.0
9 24 1.0
10 23 1.0
10 28 1.0
10 31 1.0
11 33 1.0
12 8 1.0
